SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
SCOR GLOBAL P&C SE                                          ~SCOR SE PC SEGMENT                      ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
ALLIANZ GLOBAL RISKS                                        ~ALLIANZ GLOBAL RISKS                    ~                                        ~130 Adelaide Street West Suite 1600     ~                                        ~Toronto ON M5H 3P5                      ~M5H 3P5~Toronto                         ~CAN~ON ~130~1
Arthur J Gallagher (UK) Limited Re Client                   ~ARTHUR J. GALLAGHER (UK) LIMITED        ~                                        ~9 Alie Street                           ~                                        ~London E1 8DE                           ~ ~LONDON                          ~GBR~   ~9~1
Arthur J Gallagher (UK) Limited Re Client                   ~ARTHUR J. GALLAGHER (UK) LIMITED        ~                                        ~9 Alie Street                           ~                                        ~London E1 8DE                           ~ ~LONDON                          ~GBR~   ~9~1
Gallagher Re Canada Inc                                     ~GALLAGHER RE CANADA INC.                ~                                        ~160 Elgin St                            ~                                        ~Ottawa ON K1P 1C3                       ~M5X 1E4~Ottawa                          ~CAN~ON ~160~1
Arthur J Gallagher (UK) Limited Re Client                   ~ARTHUR J. GALLAGHER (UK) LIMITED        ~                                        ~9 Alie Street                           ~                                        ~London E1 8DE                           ~ ~LONDON                          ~GBR~   ~9~1
LOCKTON RE, LLC                                             ~LOCKTON COMPANIES, INC.                 ~                                        ~444 West 47th Street Suite 900          ~                                        ~Kansas City MO 64112-1906               ~64112~Kansas City                     ~USA~MO ~444~1
OPTIMUM GENERAL                                             ~OPTIMUM GENERAL INC.                    ~                                        ~425 de Maisonneuve ouest Bureau 1500    ~                                        ~Montréal QC H3A 3G5                     ~H3A 3G5~Montréal                        ~CAN~QC ~425~1
Gallagher Re Inc                                            ~GALLAGHER RE CANADA INC.                ~                                        ~160 Elgin St                            ~                                        ~Ottawa ON K1P 1C3                       ~M5X 1E4~Ottawa                          ~CAN~ON ~160~1
GUY CARPENTER                                               ~GUY CARPENTER & COMPANY LTD.            ~                                        ~120 Bremner Blvd. Suite 800             ~                                        ~Toronto ON M5J 0A8                      ~M5J 0A8~Toronto                         ~CAN~ON ~120~1
GUY CARPENTER (NY)                                          ~GUY CARPENTER & COMPANY, LLC. (NEW YORK ~HEADQUARTER)                            ~1166 Avenue of the Americas             ~                                        ~New York NY 10036                       ~10036~New York                        ~USA~NY ~1166~1
GUY CARPENTER                                               ~GUY CARPENTER & COMPANY LTD.            ~                                        ~120 Bremner Blvd. Suite 800             ~                                        ~Toronto ON M5J 0A8                      ~M5J 0A8~Toronto                         ~CAN~ON ~120~1
BLIC Reinsurance                                            ~BRIGHTHOUSE LIFE INSURANCE COMPANY      ~                                        ~18210 Crane Nest Drive, 3rd Floor       ~                                        ~Tampa FL 33647                          ~10166~Tampa                           ~USA~FL ~18210~1
PROTECTIVE LIFE INSURANCE CO                                ~PROTECTIVE LIFE INSURANCE COMPANY       ~                                        ~PO Box 1982                             ~                                        ~Brentwood, TN  37024-1982               ~ ~Brentwood                       ~USA~TN ~~
TRANSAMERICA INTL RE                                        ~SCOR BERMUDA LTD.                       ~                                        ~Clarendon House, 2 Church Street        ~                                        ~Hamilton HM 11                          ~ ~Hamilton                        ~BMU~   ~2~18
LINCOLN BENEFIT                                             ~LINCOLN BENEFIT LIFE COMPANY            ~                                        ~544 Lakeview Parkway                    ~Location L2A                            ~Vernon Hills, IL 60061                  ~ ~Vernon Hills                    ~USA~IL ~544~1
LINCOLN BENEFIT                                             ~LINCOLN BENEFIT LIFE COMPANY            ~                                        ~544 Lakeview Parkway                    ~Location L2A                            ~Vernon Hills, IL 60061                  ~ ~Vernon Hills                    ~USA~IL ~544~1
ALLSTATE LIFE INSCO                                         ~EVERLAKE LIFE INSURANCE COMPANY         ~                                        ~544 Lakeview Parkway                    ~                                        ~Vernon Hills, IL 60061                  ~ ~Vernon Hills                    ~USA~IL ~544~1
JACKSON NATIONAL LIFE INSURANCE COMPANY                     ~JACKSON NATIONAL LIFE INSURANCE CO      ~                                        ~P.O. Box 305153                         ~                                        ~Nashville 37230                         ~ ~Nashville                       ~USA~TN ~~
JACKSON NATIONAL LIFE INSURANCE COMPANY                     ~JACKSON NATIONAL LIFE INSURANCE CO      ~                                        ~P.O. Box 305153                         ~                                        ~Nashville 37230                         ~ ~Nashville                       ~USA~TN ~~
USAA LIFE                                                   ~USAA LIFE INSURANCE COMPANY             ~                                        ~9800 Fredericksburg                     ~                                        ~San Antonio TX 78288                    ~78288~San Antonio                     ~USA~TX ~9800~1
PICA Hartford Concentration Ac                              ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
RELIASTAR / NWNL                                            ~RELIASTAR LIFE INSURANCE COMPANY        ~                                        ~P O Box 5045                            ~                                        ~Minot 58702-5045                        ~ ~Minot                           ~USA~ND ~5045~9
WILLIAM PENN LIFE OF NY                                     ~WILLIAM PENN LIFE INSURANCE COMPANY OF  ~NEW YORK                                ~3275 Bennett Creek Avenue               ~                                        ~Frederick, MD 21704                     ~ ~Frederick                       ~USA~MD ~3275~1
TRANSAMERICA INTL RE                                        ~SCOR BERMUDA LTD.                       ~                                        ~Clarendon House, 2 Church Street        ~                                        ~Hamilton HM 11                          ~ ~Hamilton                        ~BMU~   ~2~18
AAA LIFE                                                    ~AAA LIFE INS COMPANY                    ~                                        ~17900 N. Laurel Park Drive              ~                                        ~Livonia MI 48152-3985                   ~48152~Livonia                         ~USA~MI ~17900~1
MIDLAND NATIONAL LIFE                                       ~MIDLAND NATIONAL LIFE INS CO            ~                                        ~One Midland Plaza                       ~                                        ~Sioux Falls SD 57193-0002               ~57193~Sioux Falls                     ~USA~SD ~~
LEADERS LIFE INSCO                                          ~LEADERS LIFE INSURANCE COMPANY          ~                                        ~1350 South Boulder Avenue Suite 900     ~                                        ~Tulsa OK 74119                          ~74119~Tulsa                           ~USA~OK ~1350~1
CDR OPTIMAL CONSULTING GROUP                                ~CDR OPTIMAL CONSULTING GROUP            ~                                        ~9413 Briarcliff Trace                   ~                                        ~Port St Lucie 34968                     ~34968~Port St Lucie                   ~USA~FL ~9413~1
CDR OPTIMAL CONSULTING GROUP                                ~CDR OPTIMAL CONSULTING GROUP            ~                                        ~9413 Briarcliff Trace                   ~                                        ~Port St Lucie 34968                     ~34968~Port St Lucie                   ~USA~FL ~9413~1
CDR OPTIMAL CONSULTING GROUP                                ~CDR OPTIMAL CONSULTING GROUP            ~                                        ~9413 Briarcliff Trace                   ~                                        ~Port St Lucie 34968                     ~34968~Port St Lucie                   ~USA~FL ~9413~1
CDR OPTIMAL CONSULTING GROUP                                ~CDR OPTIMAL CONSULTING GROUP            ~                                        ~9413 Briarcliff Trace                   ~                                        ~Port St Lucie 34968                     ~34968~Port St Lucie                   ~USA~FL ~9413~1
UNIFIED LIFE INSURANCE COMPANY                              ~SECURITY LIFE INSURANCE COMPANY         ~                                        ~10901 Red Circle Drive                  ~                                        ~Minnetonka MN 55343-9137                ~55343~Minnetonka                      ~USA~MN ~10901~1
UNITED OF OMAHA LIC                                         ~UNITED OF OMAHA LIFE INSURANCE COMPANY  ~                                        ~Mutual of Omaha Plaza P O Box 30007     ~                                        ~Omaha NE 68175                          ~68103~Omaha                           ~USA~NE ~30007~31
AMERITAS LIFE                                               ~AMERITAS LIFE INSURANCE CORPORATION     ~                                        ~5900 O Street                           ~                                        ~Lincoln NE 68510-2234                   ~68510~Lincoln                         ~USA~NE ~5900 O~1
SLAC (DE)                                                   ~SCOR LIFE ASSURANCE COMPANY (TARE)      ~                                        ~2711 Centerville Road, Suite 400        ~City of Wilmington, County of New Castle~Wilmington 19808                        ~19808~WILMINGTON                      ~USA~DE ~2711~1
ANICO MAIN OPERATING ACCOUNT                                ~AMERICAN NATIONAL INSURANCE COMPANY     ~                                        ~1 Moody Plaza - 17th Floor              ~                                        ~Galveston TX 77550-7999                 ~77550~Galveston                       ~USA~TX ~1~1
SCOR GLOBAL LIFE USA REIN                                   ~SCOR GLOBAL LIFE USA REINSURANCE COMPANY~                                        ~P O Box 419076                          ~                                        ~Kansas City  64141                      ~ ~Kansas City                     ~USA~MO ~419076~9
PACIFIC LIFE                                                ~PACIFIC LIFE INSURANCE COMPANY          ~                                        ~700 Newport Center                      ~                                        ~Newport Beach CA 92660                  ~92660~Newport Beach                   ~USA~CA ~700~1
AMERICAN MEMORIAL LIFE INSURANCE CO                         ~AMERICAN MEMORIAL LIFE INSURANCE COMPANY~                                        ~440 Mount Rushmore Road                 ~                                        ~Rapid City SD 57701                     ~57701~Rapid City                      ~USA~SD ~440~1
TRANSAMERICA FINANCIAL                                      ~TRANSAMERICA FINANCIAL LIFE INSURANCE CO~                                        ~PO Box 905226                           ~fmrly AUSA Life Insurance Company       ~Charlotte, NC 28290-5226                ~ ~Charlotte                       ~USA~NC ~~
LINCOLN NATIONAL LIFE                                       ~THE LINCOLN NATIONAL LIFE INSURANCE CO. ~                                        ~1300 South Clinton Street               ~                                        ~Fort Wayne IN 46802-3518                ~46802~Fort Wayne                      ~USA~IN ~1300~1
USAA LIFE                                                   ~USAA LIFE INSURANCE COMPANY             ~                                        ~9800 Fredericksburg                     ~                                        ~San Antonio TX 78288                    ~78288~San Antonio                     ~USA~TX ~9800~1
MASSMUTUAL LIFE                                             ~MASSACHUSETTS MUTUAL LIFE INS. COMPANY  ~                                        ~1295 State Street                       ~                                        ~Springfield MA 01111-0001               ~01111~Springfield                     ~USA~MA ~1295~1
RIVERSOURCE LIC                                             ~RIVERSOURCE LIFE INSURANCE COMPANY      ~                                        ~227 Ameriprise Financial Center         ~                                        ~MINNEAPOLIS MN 55474                    ~55474~MINNEAPOLIS                     ~USA~MN ~227~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
SECURITY LIFE OF DENVER                                     ~SECURITY LIFE OF DENVER INSURANCE       ~COMPANY                                 ~1290 Broadway                           ~                                        ~Denver CO 80203-5699                    ~80203~Denver                          ~USA~CO ~1290~1
NEW YORK LIFE & ANNUITY                                     ~NEW YORK LIFE INSURANCE & ANNUITY       ~CORPORATION                             ~51 Madison Avenue Room 452              ~                                        ~New York NY 10010                       ~10010~New York                        ~USA~NY ~51~1
RGA LIFE REINSURANCE                                        ~RGA LIFE REINSURANCE COMPANY OF CANADA  ~                                        ~55 University Avenue, suite 1200        ~                                        ~Toronto ON M5J 2H7                      ~ ~Toronto                         ~CAN~ON ~55~1
SCOR LIFE IRELAND DAC                                       ~SCOR IRELAND DAC                        ~                                        ~1st Floor, 1 Windmill Lane              ~                                        ~D02 F206 Dublin                         ~ ~Dublin                          ~IRL~   ~1~12
ANICO MAIN OPERATING ACCOUNT                                ~AMERICAN NATIONAL INSURANCE COMPANY     ~                                        ~1 Moody Plaza - 17th Floor              ~                                        ~Galveston TX 77550-7999                 ~77550~Galveston                       ~USA~TX ~1~1
MASSMUTUAL LIFE                                             ~MASSACHUSETTS MUTUAL LIFE INS. COMPANY  ~                                        ~1295 State Street                       ~                                        ~Springfield MA 01111-0001               ~01111~Springfield                     ~USA~MA ~1295~1
NEW YORK LIFE                                               ~NEW YORK LIFE INSURANCE COMPANY         ~                                        ~51 Madison Ave -                        ~                                        ~New York NY 10010-1655                  ~ ~New York                        ~USA~NY ~51~1
AMERITAS NY                                                 ~AMERITAS LIFE INS CORP OF NEW YORK      ~                                        ~PO Box 81889                            ~                                        ~Lincoln NE 68501-1889                   ~68501~Lincoln                         ~USA~NE ~~
BLIC Reinsurance                                            ~BRIGHTHOUSE LIFE INSURANCE COMPANY      ~                                        ~18210 Crane Nest Drive, 3rd Floor       ~                                        ~Tampa FL 33647                          ~10166~Tampa                           ~USA~FL ~18210~1
AMERITAS NY                                                 ~AMERITAS LIFE INS CORP OF NEW YORK      ~                                        ~PO Box 81889                            ~                                        ~Lincoln NE 68501-1889                   ~68501~Lincoln                         ~USA~NE ~~
SHENANDOAH LIFE INS CO                                      ~SHENANDOAH LIFE INSURANCE COMPANY       ~                                        ~P.O. Box 12847                          ~                                        ~Roanoke VA 24029                        ~24029~Roanoke                         ~USA~VA ~~
GUARDIAN LIFE INSURANCE                                     ~GUARDIAN LIFE INSURANCE COMPANY OF      ~AMERICA                                 ~3900 Burgess Place                      ~                                        ~West Bethlehem, PA  18017               ~ ~West Bethlehem                  ~USA~PA ~3900~1
AAA LIFE                                                    ~AAA LIFE INS COMPANY                    ~                                        ~17900 N. Laurel Park Drive              ~                                        ~Livonia MI 48152-3985                   ~48152~Livonia                         ~USA~MI ~17900~1
MIDLAND NATIONAL LIFE                                       ~MIDLAND NATIONAL LIFE INS CO            ~                                        ~One Midland Plaza                       ~                                        ~Sioux Falls SD 57193-0002               ~57193~Sioux Falls                     ~USA~SD ~~
KANSAS CITY LIFE                                            ~KANSAS CITY LIFE                        ~                                        ~3520 Broadway                           ~                                        ~Kansas City MO 64111-2565               ~64111~Kansas City                     ~USA~MO ~3520~1
NEW YORK LIFE & ANNUITY                                     ~NEW YORK LIFE INSURANCE & ANNUITY       ~CORPORATION                             ~51 Madison Avenue Room 452              ~                                        ~New York NY 10010                       ~10010~New York                        ~USA~NY ~51~1
The Cincinnati Life Insurance                               ~CINCINNATI LIFE INSURANCE COMPANY       ~                                        ~6200 S Gilmore Rd                       ~                                        ~Fairfield OH 45014-5141                 ~45014~Fairfield                       ~USA~OH ~6200 S~1
USAA LIFE INS OF NY                                         ~USAA LIFE INSURANCE COMPANY OF NEW YORK ~                                        ~9800 Fredericksburg Road                ~                                        ~San Antonio TX 78288                    ~78288~San Antonio                     ~USA~TX ~9800~1
Fully Insured Group                                         ~MEDMUTUAL LIFE INSURANCE COMPANY        ~                                        ~17800 Royalton Rd.                      ~                                        ~Strongville 44136                       ~ ~Strongville                     ~USA~OH ~17800~1
AUGUSTAR LIFE INS COMPANY                                   ~AUGUSTAR LIFE INSURANCE COMPANY         ~                                        ~One Financial Way                       ~                                        ~Cincinnati OH 45242                     ~ ~Cincinnati                      ~USA~OH ~~
AMERICAN-AMICABLE TX                                        ~AMERICAN-AMICABLE LIFE INSURANCE COMPANY~OF TX                                   ~425 Austin Ave                          ~                                        ~Waco TX 76701                           ~ ~Waco                            ~USA~TX ~425~1
PENN INS & ANNUITY                                          ~THE PENN INSURANCE AND ANNUITY COMPANY  ~                                        ~600 Dresher Road                        ~                                        ~HORSHAM PA 19044                        ~19044~HORSHAM                         ~USA~PA ~600~1
BALLINGER & COMPANY, LLC                                    ~BALLINGER & COMPANY                     ~                                        ~176 Pennefeld Hill Road                 ~                                        ~Portland, CT 06480                      ~ ~Portland                        ~USA~CT ~176~1
GUY CARPENTER AND COMPANY, LLC                              ~GUY CARPENTER & COMPANY, LLC. (EDINA    ~OFFICE)                                 ~Centennial Lakes, 3600 Minnesota Drive  ~Suite 400                               ~Minneapolis (Edina) MN 55435            ~ ~Minneapolis (Edina)             ~USA~MN ~3600~19
WILLIS RE INC. (MCLEANSVI                                   ~GALLAGHER RE INC.                       ~                                        ~5420 Millstream Rd Ste 2                ~                                        ~Mc Leansville NC 27301-9528             ~27301-3000~Mc Leansville                   ~USA~NC ~5420~1
GRANGE LIFE INSURANCE CO.                                   ~GRANGE LIFE INSURANCE CO.               ~                                        ~650 South Front Street                  ~                                        ~Columbus OH 43206                       ~43206~Columbus                        ~USA~OH ~650~1
NORTHWESTERN MUTUAL                                         ~THE NORTHWESTERN MUTUAL LIFE INSURANCE  ~COMPANY                                 ~720 E Wisconsin Ave -                   ~                                        ~Milwaukee WI 53202-4703                 ~53202~Milwaukee                       ~USA~WI ~720 E~1
SBLI                                                        ~THE SAVINGS BANK MUTUAL LIFE INSURANCE  ~CO. OF MASS.                            ~One Linscott Road Attn: Karen Civitsrese~                                        ~Woburn MA 01801                         ~01801~Woburn                          ~USA~MA ~~
SBLI                                                        ~THE SAVINGS BANK MUTUAL LIFE INSURANCE  ~CO. OF MASS.                            ~One Linscott Road Attn: Karen Civitsrese~                                        ~Woburn MA 01801                         ~01801~Woburn                          ~USA~MA ~~
BANNER LIFE                                                 ~BANNER LIFE INSURANCE COMPANY           ~                                        ~3275 Bennett Creek Avenue               ~                                        ~Frederick, MD  21704                    ~ ~Federick                        ~USA~MD ~3275~1
AMERITAS LIFE                                               ~AMERITAS LIFE INSURANCE CORPORATION     ~                                        ~5900 O Street                           ~                                        ~Lincoln NE 68510-2234                   ~68510~Lincoln                         ~USA~NE ~5900 O~1
ACCORDIA LIFE & ANNUITY                                     ~ACCORDIA LIFE AND ANNUITY COMPANY       ~                                        ~215 10th Street, 11th Floor             ~                                        ~Des Moines IA 50309                     ~ ~Des Moines                      ~USA~IA ~215~1
SCOR LIFE IRELAND DAC                                       ~SCOR IRELAND DAC                        ~                                        ~1st Floor, 1 Windmill Lane              ~                                        ~D02 F206 Dublin                         ~ ~Dublin                          ~IRL~   ~1~12
PACIFIC LIFE                                                ~PACIFIC LIFE INSURANCE COMPANY          ~                                        ~700 Newport Center                      ~                                        ~Newport Beach CA 92660                  ~92660~Newport Beach                   ~USA~CA ~700~1
PRUCO LIFE INSURANCE                                        ~PRUCO LIFE INSURANCE                    ~                                        ~213 Washington Street, 9th Floor        ~                                        ~Newark NJ 07102-2992                    ~07102~Newark                          ~USA~NJ ~213~1
PRUCO LIFE INSURANCE                                        ~PRUCO LIFE INSURANCE                    ~                                        ~213 Washington Street, 9th Floor        ~                                        ~Newark NJ 07102-2992                    ~07102~Newark                          ~USA~NJ ~213~1
PRUCO LIFE INSURANCE                                        ~PRUCO LIFE INSURANCE                    ~                                        ~213 Washington Street, 9th Floor        ~                                        ~Newark NJ 07102-2992                    ~07102~Newark                          ~USA~NJ ~213~1
LINCOLN NATIONAL LIFE                                       ~THE LINCOLN NATIONAL LIFE INSURANCE CO. ~                                        ~1300 South Clinton Street               ~                                        ~Fort Wayne IN 46802-3518                ~46802~Fort Wayne                      ~USA~IN ~1300~1
USAA LIFE                                                   ~USAA LIFE INSURANCE COMPANY             ~                                        ~9800 Fredericksburg                     ~                                        ~San Antonio TX 78288                    ~78288~San Antonio                     ~USA~TX ~9800~1
MASSMUTUAL LIFE                                             ~MASSACHUSETTS MUTUAL LIFE INS. COMPANY  ~                                        ~1295 State Street                       ~                                        ~Springfield MA 01111-0001               ~01111~Springfield                     ~USA~MA ~1295~1
RIVERSOURCE LIC                                             ~RIVERSOURCE LIFE INSURANCE COMPANY      ~                                        ~227 Ameriprise Financial Center         ~                                        ~MINNEAPOLIS MN 55474                    ~55474~MINNEAPOLIS                     ~USA~MN ~227~1
RIVERSOURCE LIC                                             ~RIVERSOURCE LIFE INSURANCE COMPANY      ~                                        ~227 Ameriprise Financial Center         ~                                        ~MINNEAPOLIS MN 55474                    ~55474~MINNEAPOLIS                     ~USA~MN ~227~1
RIVERSOURCE LIC                                             ~RIVERSOURCE LIFE INSURANCE COMPANY      ~                                        ~227 Ameriprise Financial Center         ~                                        ~MINNEAPOLIS MN 55474                    ~55474~MINNEAPOLIS                     ~USA~MN ~227~1
RIVERSOURCE LIFE OF NY                                      ~RIVERSOURCE LIFE INSURANCE CO. OF NEW   ~YORK                                    ~227 Ameriprise Financial Center         ~                                        ~MINNEAPOLIS MN 55474                    ~55474~MINNEAPOLIS                     ~USA~MN ~227~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
PRUDENTIAL INS.                                             ~PRUDENTIAL INSURANCE COMPANY OF AMERICA ~                                        ~213  Washington Street   13th Floor     ~                                        ~Newark, NJ    07102-2992                ~ ~Newark                          ~USA~NJ ~213~1
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
SURA BRAZIL                                                 ~SEGUROS SURA S.A.                       ~                                        ~Avenida das Nações Unidas, 12995 - 4º   ~Andar - Brooklin Novo                   ~São Paulo 04578-000                     ~ ~São Paulo                       ~BRA~   ~12995-4~28
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
VIVIR SEGUROS PERU                                          ~VIVIR SEGUROS COMPAÑÍA DE SEGUROS DE    ~VIDA S.A. (EX COMPAÑIA DE SEGUROS DE VID~Avenida República de Panamá 3418, Of.   ~601, San Isidro                         ~15047 LIMA                              ~ ~LIMA                            ~PER~   ~3418~29
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   ~15-10~21
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
VIVIR SEGUROS PERU                                          ~VIVIR SEGUROS COMPAÑÍA DE SEGUROS DE    ~VIDA S.A. (EX COMPAÑIA DE SEGUROS DE VID~Avenida República de Panamá 3418, Of.   ~601, San Isidro                         ~15047 LIMA                              ~ ~LIMA                            ~PER~   ~3418~29
REMARK                                                      ~REMARK                                  ~                                        ~Jollemanhof 14a                         ~                                        ~1019 GW AMSTERDAM                       ~ ~AMSTERDAM                       ~NLD~   ~14a~13
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   ~15-10~21
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86  2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   ~86~18
SURA BRAZIL                                                 ~SEGUROS SURA S.A.                       ~                                        ~Avenida das Nações Unidas, 12995 - 4º   ~Andar - Brooklin Novo                   ~São Paulo 04578-000                     ~ ~São Paulo                       ~BRA~   ~12995-4~28
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   ~15-10~21
ADVANCE MEDICAL                                             ~ADVANCE MEDICAL- SERVICIOS DE           ~CONSULTORIA E GESTAO DE DADOS LTDA.     ~RUA SAO BENTO 18, SALA 1301, PARTE      ~CENTRO                                  ~CERP 20090-010                          ~ ~RIO DE JANEIRO                  ~BRA~   ~18~15
