BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
MARSH & MCLENNAN NORWAY                                     ~MARSH & MCLENNAN NORWAY AS              ~                                        ~Karenslyst Allé 20 Oslo, Norway 0278    ~                                        ~N - 0153 OSLO                           ~ ~OSLO                            ~NOR~   ~0278~33
MARSH & MCLENNAN NORWAY                                     ~MARSH & MCLENNAN NORWAY AS              ~                                        ~Karenslyst Allé 20 Oslo, Norway 0278    ~                                        ~N - 0153 OSLO                           ~ ~OSLO                            ~NOR~   ~0278~33
SCOR EUROPE SE UK BRANCH                                    ~SCOR EUROPE SE UK BRANCH                ~                                        ~10 Lime Street                          ~                                        ~EC3M 7AA London                         ~ ~London                          ~GBR~   ~10~1
CLAIMS LINK AS                                              ~CLAIMS LINK AS                          ~                                        ~Lysaker torg 15                         ~                                        ~1366 Lysaker                            ~ ~Lysaker                         ~NOR~   ~15~14
SCOR EUROPE SE UK BRANCH                                    ~SCOR EUROPE SE UK BRANCH                ~                                        ~10 Lime Street                          ~                                        ~EC3M 7AA London                         ~ ~London                          ~GBR~   ~10~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
CLAIMS LINK AS                                              ~CLAIMS LINK AS                          ~                                        ~Lysaker torg 15                         ~                                        ~1366 Lysaker                            ~ ~Lysaker                         ~NOR~   ~15~14
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
BCR                                                         ~BCR (BUREAU CENTRAL DE REPARTITION)     ~                                        ~1 RUE JULES LEFEBVRE                    ~                                        ~75431                                   ~ ~PARIS                           ~FRA~   ~1~1
CLYDE & CO                                                  ~CLYDE & CO                              ~                                        ~St Botolph Building 138 Houndsditch     ~                                        ~London EC3A 7AR                         ~EC3A 7AR~London                          ~GBR~   ~138~21
AON DEUTSCHLAND                                             ~AON VERSICHERUNGSMAKLER DEUTSCHLAND GMBH~                                        ~Caffamacherreihe 16 -                   ~                                        ~20355 Hamburg                           ~ ~Hamburg                         ~DEU~   ~16~18
PARISCO AS                                                  ~PARISCO AS                              ~                                        ~Karenslyst Allé 12                      ~                                        ~0212 OSLO                               ~ ~OSLO                            ~NOR~   ~12~17
PARISCO AS                                                  ~PARISCO AS                              ~                                        ~Karenslyst Allé 12                      ~                                        ~0212 OSLO                               ~ ~OSLO                            ~NOR~   ~12~17
SEASCOPE GREECE                                             ~SEASCOPE HELLAS S.A                     ~                                        ~89, Papanastasiou Str                   ~                                        ~185 33 Kastella Piraeus                 ~ ~Piraeus                         ~GRC~   ~89~1
PROTEUS                                                     ~PROTEUS RISK SOLUTIONS NV               ~                                        ~Suikerri 5                              ~                                        ~2000 Antwerp                            ~ ~Antwerp                         ~BEL~   ~5~10
VANBREDA                                                    ~VANBREDA MARINE S.A.                    ~                                        ~Plantin en Moretuslei 297               ~                                        ~2140 Antwerp                            ~ ~Antwerp                         ~BEL~   ~297~23
CAMBIASO RISSO MARINE SPA                                   ~CAMBIASO RISSO MARINE SPA               ~                                        ~CORSO ANDREA PODESTA' 1 -               ~                                        ~16128 GENOVA                            ~ ~GENOVA                          ~ITA~   ~1~23
CAMBIASO RISSO                                              ~CAMBIASO RISSO MARINE SPA               ~                                        ~CORSO ANDREA PODESTA' 1 -               ~                                        ~16128 GENOVA                            ~ ~GENOVA                          ~ITA~   ~1~23
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
IUA                                                         ~INT'L UNDERWRITING ASSOC OF LONDON      ~                                        ~1 Minster Court Mincing Lane            ~                                        ~LONDON EC3R 7AA                         ~ ~LONDON                          ~GBR~   ~1~1
CARTAN TRADE UK LIMITED                                     ~CARTAN TRADE                            ~                                        ~1 BOULEVARD VICTOR -                    ~                                        ~75015 PARIS                             ~ ~PARIS                           ~FRA~   ~1~1
THE CHANNEL MANAGING AGENCY LTD                             ~THE CHANNEL SYNDICATE LLOYD'S SYNDICATE ~NO.2015                                 ~10 Lime Street                          ~                                        ~London EC3M 7AA                         ~EC3M 7AA~London                          ~GBR~   ~10~1
SCOR SE PC SEGMENT                                          ~SCOR SE PC SEGMENT                      ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   ~5~1
MDU SERVICES LTD                                            ~MDU SERVICES LIMITED                    ~                                        ~One Canada Quare                        ~                                        ~LONDON E14 5GS                          ~ ~LONDON                          ~GBR~   ~~
SCOR IRELAND P&C                                            ~SCOR IRELAND DAC                        ~                                        ~Whitaker Court, Whitaker Square,        ~Sir John Rogerson's Quay                ~D02 W529 Dublin                         ~ ~Dublin                          ~IRL~   ~~
TM KILN SYNDICATE 1880                                      ~TM KILN SYNDICATE 1880                  ~                                        ~20 Fenchurch Street                     ~                                        ~LONDON EC3M 3BY                         ~ ~LONDON                          ~GBR~   ~20~1
ARIEL SYNDICATE 1910                                        ~LLOYDS SYNDICATE 1910                  ~                                        ~3rd Floor 1 King Street                 ~                                        ~London EC2V 8AU                         ~ ~London                          ~GBR~   ~1~11
AGORA SYNDICATE 3268                                        ~LLOYD'S SYNDICATE 3268                  ~                                        ~40 Lime Street                          ~                                        ~London EC3M 7AW                         ~ ~London                          ~GBR~   ~40~1
AGORA SYNDICATE 3268                                        ~LLOYD'S SYNDICATE 3268                  ~                                        ~40 Lime Street                          ~                                        ~London EC3M 7AW                         ~ ~London                          ~GBR~   ~40~1
BEAT SYNDICATE 4242                                         ~BEAT SYNDICATE 4242                     ~                                        ~5th Floor Camomile Court 23 Camomile    ~Street                                  ~London EC3A 7LL                         ~ ~London                          ~GBR~   ~23~26
AGORA SYNDICATE 3268                                        ~LLOYD'S SYNDICATE 3268                  ~                                        ~40 Lime Street                          ~                                        ~London EC3M 7AW                         ~ ~London                          ~GBR~   ~40~1
SKULD SYNDICATE 1897                                        ~SKULD SYNDICATE 1897                    ~                                        ~Forum House, 7th Floor 15-18 LIME STREET~                                        ~LONDON EC3M 7AN                         ~ ~LONDON                          ~GBR~   ~15~24
ARIEL SYNDICATE 1910                                        ~LLOYDS SYNDICATE 1910                  ~                                        ~3rd Floor 1 King Street                 ~                                        ~London EC2V 8AU                         ~ ~London                          ~GBR~   ~1~11
RENAISSANCERE SYND MNGT                                     ~RENAISSANCERE SYNDICATE MANAGEMENT LTD  ~                                        ~18th Floor 125 Old Broad Street         ~                                        ~London EC2N 1AR                         ~ ~London                          ~GBR~   ~125~12
ARIEL SYNDICATE 1910                                        ~LLOYDS SYNDICATE 1910                  ~                                        ~3rd Floor 1 King Street                 ~                                        ~London EC2V 8AU                         ~ ~London                          ~GBR~   ~1~11
ARIEL SYNDICATE 1910                                        ~LLOYDS SYNDICATE 1910                  ~                                        ~3rd Floor 1 King Street                 ~                                        ~London EC2V 8AU                         ~ ~London                          ~GBR~   ~1~11
RENAISSANCERE SYND MNGT                                     ~RENAISSANCERE SYNDICATE MANAGEMENT LTD  ~                                        ~18th Floor 125 Old Broad Street         ~                                        ~London EC2N 1AR                         ~ ~London                          ~GBR~   ~125~12
ARGO SYNDICATE 1200                                         ~ARGO MANAGING AGENCY LIMITED            ~                                        ~Exchequer Court 33 St Mary Axe          ~                                        ~LONDON EC3A 8AA                         ~ ~LONDON                          ~GBR~   ~33~17
CANOPIUS SYNDICATE 4444                                     ~SYNDICATE 4444 LLOYD'S SYNDICATE        ~LLOYD'S SYNDICATE                       ~One Lime Street                         ~                                        ~London EC3M 7HA                         ~ ~London                          ~GBR~   ~~
SYND44/779/1206/1861/5820                                   ~AMTRUST / ANV SYNDICATES LIMITED        ~                                        ~1 Minster Court, 4th Floor Mincing Lane ~                                        ~London , EC3R 7AA                       ~ ~London                          ~GBR~   ~1~1
BBVA BROKER                                                 ~BBVA BROKER                             ~                                        ~c/Alcalá, 17 Pl. 7                      ~                                        ~28014 MADRID                            ~ ~MADRID                          ~ESP~112~17~11
MARSH & MC LENNAN FRANCE                                    ~MARSH & MCLENNAN COMPANIES FRANCE S.A.S ~                                        ~Tour Ariane La Défense 9                ~                                        ~92088  CEDEX Paris La Défense           ~280582 F~PUTEAUX                         ~FRA~   ~9~24
SIRIUS - ZURICH BRANCH                                      ~SIRIUS INTERNATIONAL INSURANCE CORP,    ~STOCKHOLM, ZURICH BRANCH                ~Dreikönigstrasse 12 P.O. Box 2807, 8022 ~Zurich                                  ~8002 Zurich                             ~ ~Zurich                          ~CHE~   ~8022~36
A.M.M.A.                                                    ~A.M.M.A. ASSURANCES                     ~                                        ~Avenue des Arts , 39 / 1                ~                                        ~1040 BRUXELLES                          ~ ~BRUXELLES                       ~BEL~   ~39/1~19
GUY CARPENTER                                               ~GUY CARPENTER & COMPANY, S.A.S          ~                                        ~Tour Ariane 5 place de la Pyramide - La ~D?fense 9                               ~92088 CEDEX PARIS LA DEFENSE            ~ ~PARIS LA DEFENSE                ~FRA~   ~5~13
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
GTAM/GTRM                                                   ~GROUPEMENT TEMPORAIRE D'ASS MEDICALE    ~                                        ~Tour Gallieni 2,                        ~36, avenue du Général De Gaulle         ~93175 Bagnolet cedex                    ~ ~Bagnolet                        ~FRA~   ~36~18
AON BENFIELD LATIN AMERICA S.A.                             ~AON BENFIELD ARGENTINA S.A.             ~                                        ~Emma de la Barra 353 - Piso 4           ~                                        ~C1107CQA - C. A. DE Buenos Aires        ~ ~Buenos Aires                    ~ARG~   ~4~29
SHOMERA                                                     ~SHOMERA                                 ~                                        ~13 Hasivim St.                          ~                                        ~49517 PETAH-TIKVA                       ~ ~PETAH-TIKVA                     ~ISR~   ~13~1
AON SINGAPORE (BROKING CENTRE) PTE LTD                      ~AON SINGAPORE (BROKING CENTRE) PTE. LTD.~                                        ~2 Shenton Way - #26-01 SGX Centre I     ~                                        ~Singapore 068804                        ~ ~Singapore                       ~SGP~   ~26-01~18
AXA INSURANCE EGYPT                                         ~AXA INSURANCE EGYPT                     ~                                        ~to be defined                           ~                                        ~Cairo 1000                              ~ ~Cairo                           ~EGY~   ~~
Kennedys Law LLP                                            ~KENNEDYS LAW                            ~                                        ~25 Fenchurch Avenue                     ~                                        ~London EC3M 5AD                         ~ ~London                          ~GBR~   ~25~1
CENTURY INDEMNITY COMPANY                                   ~CENTURY INDEMNITY COMPANY               ~C/O RESOLUTE MANAGEMENT INC             ~510 Walnut Street, WB12R                ~                                        ~Philadelphia PA 19106                   ~ ~Philadelphia                    ~USA~PA ~510~1
CENTURY INDEMNITY COMPANY                                   ~CENTURY INDEMNITY COMPANY               ~C/O RESOLUTE MANAGEMENT INC             ~510 Walnut Street, WB12R                ~                                        ~Philadelphia PA 19106                   ~ ~Philadelphia                    ~USA~PA ~510~1
ALLSTATE INSCO                                              ~ALLSTATE INSURANCE COMPANY              ~DBA COMMERCIAL DIVISION                 ~51 West Higgins Road                    ~                                        ~South Barrington, IL  60010             ~60010~South Barrington                ~USA~IL ~51~1
GLOBAL AEROSPACE\AAU                                        ~GLOBAL AEROSPACE INC                    ~                                        ~115 Tabor Road Suite 3A                 ~                                        ~Morris Plains NJ 07950                  ~ ~Morris Plains                   ~USA~NJ ~115~1
CENTURY INDEMNITY COMPANY                                   ~CENTURY INDEMNITY COMPANY               ~C/O RESOLUTE MANAGEMENT INC             ~510 Walnut Street, WB12R                ~                                        ~Philadelphia PA 19106                   ~ ~Philadelphia                    ~USA~PA ~510~1
Acrisure Re UK Limited                                      ~ACRISURE RE HOLDINGS LIMITED            ~                                        ~NEW LONDON HOUSE 8TH FLOOR - 6 LONDON   ~STREET                                  ~LONDON EC3R 7LP                         ~ ~LONDON                          ~GBR~   ~6~30
Howden Speciality Luxembourg Sarl NST Client account        ~HOWDEN SPECIALTY LUXEMBOURG S.A.R.L     ~                                        ~2 Rue des Girondins                     ~                                        ~1626 Luxembourg                         ~ ~Luxembourg                      ~LUX~   ~2~1
HOWDEN INS BROKERS Ltd                                      ~HOWDEN INSURANCE BROKERS LIMITED        ~                                        ~1 Creechurch Place -                    ~                                        ~LONDON EC3A 5AF                         ~ ~LONDON                          ~GBR~   ~1~1
PRACTICAL INSURANCE LLC                                     ~PRACTICAL DAATGAL LLC                   ~                                        ~Peace Avenue-4, Express Tower, 9th floor~                                        ~ULAN-BATOR 210644                       ~ ~ULAN-BATOR                      ~MNG~   ~4~14
SG P&C ZURICH BRANCH                                        ~SCOR GLOBAL P&C SE ZURICH BRANCH        ~                                        ~GENERAL GUISAN-QUAI 26                  ~                                        ~8022 ZURICH                             ~ ~ZURICH                          ~CHE~   ~26~21
GALLAGHER RE                                                ~ARTHUR J. GALLAGHER (UK) LIMITED        ~                                        ~The Walbrook Building - 25 Walbrook     ~                                        ~LONDON EC4N 8AW                         ~ ~LONDON                          ~GBR~   ~25~25
Aon re BELGIUM                                              ~AON BENFIELD                            ~                                        ~Avenue E. Van Nieuwenhuyse Laan 6       ~                                        ~B - 1160 Bruxelles                      ~ ~Bruxelles                       ~BEL~   ~6~33
Integra Technical Services (Middle East) Ltd                ~INTEGRA TECHNICAL SERVICES              ~                                        ~148 Leadenhall Street                   ~                                        ~London EC3V 4QT                         ~ ~London                          ~GBR~   ~148~1
Lloyd Warwick International (South Africa) Pty Ltd          ~LLOYD WARWICK                           ~                                        ~The Gabba, 2nd Floor, The Campus, 57    ~Sloane Street, Bryanston                ~Johannesburg 2191                       ~ ~Johannesburg                    ~ZAF~   ~57~35
LOCKTON (MENA) LIMITED                                      ~LOCKTON (MENA) LIMITED                  ~                                        ~Gate Precinct 2, 2nd floor, DIFC P.O.   ~Box: 506794                             ~Dubai                                   ~ ~Dubai                           ~ARE~   ~506794~44
Kennedys Law LLP                                            ~KENNEDYS LAW                            ~                                        ~25 Fenchurch Avenue                     ~                                        ~London EC3M 5AD                         ~ ~London                          ~GBR~   ~25~1
C.R.S-CAPITAL RELIEF SOLUTIONS                              ~CAPITAL RELIEF SOLUTIONS                ~                                        ~23 Bar Kochva Street, V Tower, 9th floor~                                        ~5126002 Bnei-Brak                       ~ ~Bnei-Brak                       ~ISR~   ~23~1
MUSCAT INSURANCE COMPANY SAOC                               ~MUSCAT INSURANCE COMPANY SAOC           ~                                        ~Building No. 848, Block 17/2 Al Khuwair ~Service Road, P.O. Box 72               ~112 Ruwi                                ~ ~Ruwi                            ~OMN~   ~848~14
TURKIYE SIGORTA                                             ~TURKIYE SIGORTA ANONIM SIRKETI          ~BIRLIGI                                 ~GUNES SIGORTA APARTMANI, NO:110-1       ~ESENTEPE MAHALLESI - BÜYÜKDERE CADDESI, ~34394 Istanbul (Europe)                 ~ ~Istanbul (Europe)               ~TUR~   ~110~29
RSA ACG                                                     ~ASEGURADORA DE CREDITOS Y GARANTIAS S.A.~                                        ~Maipu 71                                ~                                        ~C1084ABA - C. A. de Buenos Aires        ~ ~Buenos Aires                    ~ARG~   ~71~7
Arthur J Gallagher Nordic AB Belgium Branch                 ~NORDIC FÖRSÄKRING & RISKHANTERING AB    ~                                        ~Posthofbrug 6 8 PB 5/134 -              ~                                        ~2600 Antwerpen                          ~ ~Antwerpen                       ~BEL~   ~6~13
Willkie Farr & Gallagher UK LLP                             ~WILLKIE FARR & GALLAGHER (UK) LLP       ~CITY POINT                              ~1 ROPEMAKER STREET                      ~                                        ~LONDON EC2Y 9AW                         ~ ~LONDON                          ~GBR~   ~1~1
Arthur J Gallagher Nordic AB Belgium Branch                 ~NORDIC FÖRSÄKRING & RISKHANTERING AB    ~                                        ~Posthofbrug 6 8 PB 5/134 -              ~                                        ~2600 Antwerpen                          ~ ~Antwerpen                       ~BEL~   ~6~13
AON BELGIUM BV UK BRANCH Client EUR                         ~AON BELGIUM BV                          ~                                        ~The Aon Centre, The Leadenhall Building,~122 Leadenhall Street                   ~LONDON EC3V 4AN                         ~EC3V4AN~LONDON                          ~GBR~   ~122~42
AON BELGIUM BV UK BRANCH Client EUR                         ~AON BELGIUM BV                          ~                                        ~The Aon Centre, The Leadenhall Building,~122 Leadenhall Street                   ~LONDON EC3V 4AN                         ~EC3V4AN~LONDON                          ~GBR~   ~122~42
DWF Law LLP Client Account                                  ~DWF LLP                                 ~                                        ~1 Scott Place, 2 Hardman Street -       ~                                        ~MANCHESTER M3 3AA                       ~ ~MANCHESTER                      ~GBR~   ~2~16
DWF Law LLP Client Account                                  ~DWF LLP                                 ~                                        ~1 Scott Place, 2 Hardman Street -       ~                                        ~MANCHESTER M3 3AA                       ~ ~MANCHESTER                      ~GBR~   ~2~16
GUY CARPENTER                                               ~GUY CARPENTER & COMPANY S.A.            ~                                        ~AVENUE HERRMANN-DEBROUX 2               ~                                        ~1160 BRUXELLES                          ~ ~BRUXELLES                       ~BEL~   ~2~25
ARABIA INSURANCE COMPANY SAL                                ~ARABIA INSURANCE CO. LTD.               ~                                        ~ARABIA HOUSE, PHOENICIA STREET PO BOX   ~11-2172                                 ~BEIRUT                                  ~ ~BEIRUT                          ~LBN~   ~2172~42
AROPE                                                       ~AROPE INSURANCE SAL                     ~                                        ~-                                       ~                                        ~Beirut 113-5686                         ~ ~Beirut                          ~LBN~   ~~
HOWDEN RE S.P.A.                                            ~HOWDEN ITALIA SPA                       ~                                        ~VIA COSTANZA ARCONATI 1 -               ~                                        ~20135 MILANO                            ~ ~MILANO                          ~ITA~   ~1~23
HAREL INSURANCE COMPANY LTD                                 ~SHIRBIT INSURANCE COMPANY LTD           ~                                        ~18/22 Yad Harutzim Street               ~                                        ~ NETANYA                                ~ ~NETANYA                         ~ISR~   ~18/22~1
S.M.A.B.T.P.                                                ~SMABTP * SOCIETE MUTUELLE DU BATIMENT & ~TRAVAUX PUBLICS                         ~8, rue Louis Armand CS 71201            ~                                        ~75738 PARIS CEDEX 15                    ~ ~PARIS CEDEX 15                  ~FRA~   ~8~1
SURAVENIR ASSURANCES SA                                     ~SURAVENIR ASSURANCES SA                 ~                                        ~2 Rue Vasco de Gama Saint Herblain      ~                                        ~44931 NANTES CEDEX 9                    ~ ~NANTES CEDEX 9                  ~FRA~   ~2~1
AK SIGORTA                                                  ~AK SIGORTA                              ~                                        ~Poligon Cad. Buyaka 2 Sitesi No: 8 Kule:~1 Kat: 0-6                              ~34771 ÜMRANIYE Istanbul                 ~ ~ÜMRANIYE Istanbul               ~TUR~   ~0-6~49
Compensation and Insurance Account                          ~SHUAA ENERGY 2 PSC                      ~                                        ~Private Building, Al Quoz, 3-Bur Dubai -~                                        ~Dubai                                   ~ ~Dubai                           ~ARE~   ~3~28
AON BELGIUM BV UK BRANCH Client USD                         ~AON BELGIUM BV                          ~                                        ~The Aon Centre, The Leadenhall Building,~122 Leadenhall Street                   ~LONDON EC3V 4AN                         ~EC3V4AN~LONDON                          ~GBR~   ~122~42
HAREL Insurance Company LTD                                 ~HAREL INSURANCE COMPANY LTD             ~                                        ~3 Aba Hilel, Floor 21 -                 ~                                        ~5252202 RAMAT GAN                       ~ ~RAMAT GAN                       ~ISR~   ~3~1
Guy Carpenter Co GmbH London FID                            ~GUY CARPENTER & COMPANY GMBH            ~                                        ~1 Tower Place West                      ~                                        ~LONDON EC3R 5BU                         ~EC3R5BU~LONDON                          ~GBR~   ~1~1
Arthur J Gallagher Nordic AB Belgium Branch                 ~NORDIC FÖRSÄKRING & RISKHANTERING AB    ~                                        ~Posthofbrug 6 8 PB 5/134 -              ~                                        ~2600 Antwerpen                          ~ ~Antwerpen                       ~BEL~   ~6~13
SCOR RE ASIA AUS BRANCH                                     ~SCOR REINSURANCE ASIA PACIFIC PTE LTD   ~AUSTRALIA BRANCH                        ~Level 33                                ~1 O'Connell Street                      ~SYDNEY  NSW  2001                       ~ ~SYDNEY                          ~AUS~   ~33~7
Arthur J Gallagher Nordic AB Belgium Branch                 ~NORDIC FÖRSÄKRING & RISKHANTERING AB    ~                                        ~Posthofbrug 6 8 PB 5/134 -              ~                                        ~2600 Antwerpen                          ~ ~Antwerpen                       ~BEL~   ~6~13
VARTRY REINSURANCE LTD                                      ~BNP PARIBAS VARTRY REINSURANCE LIMITED  ~                                        ~4th Floor 25-28 Adelaide Road           ~                                        ~Dublin 2                                ~ ~Dublin                          ~IRL~   ~25~11
London Life Barbados P&C - LONB02                           ~LONDON LIFE & CASUALTY REINSURANCE CORP.~                                        ~Life of Barbados Building               ~                                        ~Wildey, St. Michael , BARBADOS          ~ ~Wildey, St. Michael             ~BRB~   ~~
WARTON CAPITAL DAC Transaction Account re HCTC              ~WARTON CAPITAL DESIGNATED ACTIVITY      ~COMPANY                                 ~GROUND FLOOR, CHARLOTTE HOUSE CHARLEMONT~STREET                                  ~DUBLIN D02 NV26                         ~ ~DUBLIN                          ~IRL~   ~~
Arthur J Gallagher Nordic AB Belgium Branch                 ~NORDIC FÖRSÄKRING & RISKHANTERING AB    ~                                        ~Posthofbrug 6 8 PB 5/134 -              ~                                        ~2600 Antwerpen                          ~ ~Antwerpen                       ~BEL~   ~6~13
Green Reach Solutions Sdn Bhd                               ~SEAQUEST INTERMEDIARIES (L) LIMITED     ~                                        ~Suite 13.01B, 13th Floor, Central Plaza,~34 Jalan Sultan Ismail,                 ~50250 Kuala Lumpur                      ~ ~Kuala Lumpur                    ~MYS~   ~34~42
GUY CARPENTER & CIA                                         ~GUY CARPENTER & CIA. S.A.               ~                                        ~Paseo de la Castellana, 216 - Planta 22 ~Puerta de Europa                        ~28046 MADRID                            ~28046~MADRID                          ~ESP~   ~216~25
UNITED INS. BKRS                                            ~UNITED INSURANCE BROKERS LTD            ~                                        ~69 Mansell Street                       ~                                        ~LONDON E1 8AN                           ~8954387~LONDON                          ~GBR~   ~69~1
GUY CARPENTER & CO                                          ~GUY CARPENTER & COMPANY LTD             ~                                        ~1 Tower Place West                      ~                                        ~London EC3R 5BU                         ~EC3R 5BU~LONDON                          ~GBR~   ~1~1
MARSH LTD RE GUY CARPENTER                                  ~GUY CARPENTER & COMPANY LIMITED         ~                                        ~1 Tower Place West                      ~                                        ~LONDON EC3R 5BU                         ~EC3R 5BU~LONDON                          ~GBR~   ~1~1
GUY CARPENTER & CO                                          ~GUY CARPENTER & COMPANY LIMITED         ~                                        ~1 Tower Place West                      ~                                        ~LONDON EC3R 5BU                         ~EC3R 5BU~LONDON                          ~GBR~   ~1~1
MARSH LTD                                                   ~MARSH LIMITED                           ~                                        ~Victoria House                          ~Queens Road                             ~Norwich. NR1 3QQ                        ~ ~Norwich                         ~GBR~   ~~
TYSERS INSURANCE BROKERS LTD                                ~RFIB GROUP LTD                          ~                                        ~20 Gracechurch Street                   ~                                        ~London EC3V 0AF                         ~ ~LONDON                          ~GBR~   ~20~1
Marsh S.A Mediadores de Seguros                             ~MARSH S.A. MEDIADORES DE SEGUROS        ~                                        ~Paseo de la Castellana, 216 Puerta de   ~Europa                                  ~28046 MADRID                            ~ ~MADRID                          ~ESP~   ~216~25
SCOR UK COMPANY LIMITED                                     ~SCOR UK COMPANY LIMITED                 ~                                        ~10 Lime Street                          ~                                        ~LONDON EC3M 7AA                         ~ ~LONDON                          ~GBR~   ~10~1
AON BENFIELD                                                ~AON VERSICHERUNGSMAKLER DEUTSCHLAND GMBH~                                        ~Caffamacherreihe 16 -                   ~                                        ~20355 Hamburg                           ~ ~Hamburg                         ~DEU~   ~16~18
AON BENFIELD                                                ~AON VERSICHERUNGSMAKLER DEUTSCHLAND GMBH~(AON BENFIELD)                          ~Caffamacherreihe 16                     ~                                        ~20355 Hamburg                           ~ ~Hamburg                         ~DEU~   ~16~18
CLAL INS                                                    ~CLAL INSURANCE COMPANY ISRAEL LTD.      ~                                        ~36 Raoul Wallenberg St. AtidimTower     ~                                        ~ Kiryat Atidim                          ~ ~Kiryat Atidim                   ~ISR~   ~36~1
WILLIS LIMITED                                              ~WILLIS LIMITED                          ~                                        ~Friars Street                           ~                                        ~Ipswich IP1 1TA Suffolk                 ~ ~Ipswich                         ~GBR~   ~~
GENERAL SECURITY INDEMNITY -AZ                              ~GENERAL SECURITY INDEMNITY COMPANY      ~OF ARIZONA                              ~28 Liberty  Street, Suite 5400          ~                                        ~New York NY 10005                       ~10005~New York                        ~USA~NY ~28~1
